school,notenglish,fromnonenglish,notfrench,fromnonfrench
584037,0,0,100,0
586110,0,0,100,0
176049,42,3,100,3
950785,0,0,100,0
1899,0,0,100,0
596647,0,0,100,0
1104,5,5,100,5
18660,0,5,100,5
19054,1,1,100,1
929727,5,0,100,0
41297,3,1,100,1
41947,31,6,99,5
98094,0,0,100,0
95885,20,5,100,10
91073,0,0,100,0
123838,20,10,100,10
131245,10,5,100,0
134880,0,0,100,0
142948,50,30,100,35
590984,0,0,100,0
362379,25,0,100,0
164690,20,10,100,10
909440,1,1,100,0
334012,1,1,100,1
222119,5,5,100,5
201391,31,3,100,3
203009,56,36,100,36
911780,1,0,100,0
211192,40,30,100,30
34361,24,5,100,4
220817,25,15,100,10
222240,5,5,100,5
91464,0,0,100,0
245658,0,0,100,0
917249,34,5,100,6
268267,0,5,100,0
279315,30,10,100,10
91596,5,1,100,1
283347,10,5,100,5
294659,15,10,100,10
920100,6,1,100,1
300500,5,5,100,5
308897,9,3,100,4
551941,12,1,100,2
922188,32,11,100,11
327026,15,10,100,10
331180,0,0,100,0
338206,30,10,100,15
343536,30,10,100,15
376035,20,10,100,10
411787,52,16,100,15
435872,35,5,100,0
452734,0,5,100,5
454168,44,34,100,35
457280,10,0,100,0
462098,36,19,100,18
574155,25,20,100,20
939218,20,2,100,2
491217,40,10,100,10
491764,30,10,100,5
939765,8,1,100,1
498513,8,2,100,3
526703,30,10,100,15
243524,56,11,100,12
539427,12,1,100,1
902299,9,0,100,1
949612,49,6,100,5
440256,7,2,100,2
950009,14,5,100,5
950394,10,2,100,1
147362,28,16,100,16
951927,0,0,100,0
918806,59,44,100,44
607541,15,5,100,5
953822,10,0,100,0
687286,5,0,100,0
688231,18,6,99,6
689726,33,5,99,5
693987,5,0,100,5
697125,5,0,100,1
761182,21,3,100,4
708160,15,6,100,6
714712,10,5,100,0
716936,10,0,100,0
718483,15,5,95,5
719005,15,5,100,10
704300,17,6,100,6
687394,9,7,100,7
738271,12,2,100,1
737147,14,2,100,2
749052,10,0,100,5
734373,10,0,100,0
810355,10,4,100,4
758280,11,2,100,2
768936,20,11,100,10
772647,8,4,99,4
683661,20,2,100,2
681054,16,8,100,8
777650,22,6,99,6
780871,5,1,100,1
781436,7,0,100,1
838178,10,0,100,0
786861,8,6,100,7
789232,10,5,100,5
696392,37,6,100,7
792039,10,0,95,0
793884,11,4,100,4
755052,20,15,100,20
798010,23,4,100,4
801283,15,10,95,5
804410,15,10,100,10
680039,15,8,100,8
809144,5,0,100,0
820679,20,5,100,5
821241,5,0,100,5
823058,10,0,100,0
681423,16,6,100,6
823180,23,8,99,8
834319,15,10,100,15
798827,13,11,100,11
839442,10,5,100,5
840912,10,5,100,5
843989,14,3,100,4
848484,10,5,100,5
794978,15,10,100,10
729159,0,0,100,5
854212,19,10,100,9
856630,4,2,100,1
858889,10,5,100,10
684465,30,5,100,10
779,40,10,100,15
913715,44,10,97,10
890332,5,0,95,0
6777,20,5,95,5
890987,20,0,100,0
33680,30,5,98,5
344051,50,7,99,7
251664,67,9,98,9
124887,76,18,100,19
59501,10,5,100,0
66249,30,10,100,10
66761,10,5,100,0
58360,10,5,95,0
586248,59,10,99,9
70777,20,0,90,0
897353,32,11,98,11
411795,10,0,95,0
85898,52,20,100,21
90140,15,0,95,0
94455,20,5,100,10
77046,30,3,97,2
76970,54,9,99,8
111090,25,0,100,0
967740,38,6,98,6
147281,20,5,100,0
893675,30,3,98,2
156469,35,0,90,0
169110,30,5,95,5
164267,20,5,100,5
206470,49,16,100,15
121112,61,10,100,10
180123,16,2,99,2
193046,40,15,100,10
194263,20,6,99,6
474578,50,4,97,3
206474,15,4,100,4
901439,43,9,97,9
940968,5,5,100,5
890405,5,0,100,5
940976,30,10,100,10
940984,15,10,100,10
940925,10,0,100,0
212369,10,0,100,0
912433,10,1,98,0
216267,30,10,100,10
220523,10,0,100,5
220426,15,0,100,0
245259,10,5,100,5
111600,47,5,99,5
253340,49,11,97,10
158377,55,10,98,10
918300,47,8,97,8
280356,10,0,100,0
138990,56,10,99,10
285161,13,2,99,3
223746,31,6,99,7
286087,10,0,100,0
408543,63,20,100,21
291536,20,0,100,0
299855,25,10,95,10
304271,10,5,100,5
312460,10,0,100,0
924393,16,1,98,1
334693,40,21,99,22
336122,20,0,95,5
345229,43,4,99,5
353183,5,1,99,1
926736,42,3,97,3
368857,10,0,100,0
376086,40,15,100,10
380199,59,4,98,4
928160,14,1,97,0
383570,20,15,95,10
932060,35,9,96,9
414646,45,30,95,30
76727,70,19,99,19
421472,37,5,98,5
310777,57,9,99,10
154705,50,12,99,12
433888,5,0,100,0
70734,10,0,100,5
437565,10,0,100,5
442011,48,13,98,13
444022,29,2,96,1
445193,20,1,96,0
445452,20,5,100,5
451720,52,22,99,23
485438,52,19,99,20
487252,20,0,95,5
937665,25,2,100,2
487570,5,5,100,0
489395,15,5,95,0
495263,15,5,95,10
556807,30,0,100,0
510289,35,15,100,10
510130,7,1,99,2
515353,20,0,100,5
536881,10,0,95,0
543217,50,2,98,2
550361,25,10,100,10
947539,34,5,95,5
393777,56,7,98,8
557269,15,5,95,5
369253,74,11,99,12
579742,47,9,99,9
579874,20,0,95,0
597260,47,16,98,16
953121,62,8,98,9
743868,16,7,100,7
689750,20,4,100,3
689386,12,1,99,1
690279,30,10,100,10
693650,15,10,100,10
695343,30,14,99,14
699500,10,5,100,5
710997,5,0,100,0
717053,10,5,100,5
704288,5,5,95,5
819028,11,2,100,1
721972,5,5,100,5
745650,15,5,100,0
742350,0,0,100,0
748544,15,0,100,0
748633,13,2,100,1
752800,20,0,100,0
756180,10,10,100,10
765180,30,10,95,10
772046,0,5,100,5
772160,5,0,95,0
785865,15,5,100,5
775681,0,0,100,0
778028,0,0,100,0
838541,0,20,100,25
784400,10,0,100,0
786152,10,5,100,5
789720,12,2,99,3
792217,10,0,100,5
825892,4,1,100,2
799530,10,0,100,0
800430,26,8,99,8
770965,0,0,100,0
694134,16,2,100,2
751553,10,5,100,5
804673,5,0,100,5
814032,20,10,95,10
866725,20,10,100,5
817678,20,10,95,10
820652,15,10,100,5
821705,15,5,100,5
821268,10,0,100,0
696196,12,2,100,2
824313,10,0,100,5
827401,9,2,100,2
745279,4,0,100,0
834220,30,10,100,10
839779,20,10,100,10
842389,10,5,100,0
851264,15,10,100,10
733105,20,5,100,5
854336,5,0,100,0
855685,26,7,99,7
773786,10,2,100,1
858102,10,0,100,0
863955,24,9,100,9
728,0,0,100,5
2674,10,5,100,10
11568,13,3,100,4
891894,17,3,100,3
287210,38,15,100,15
50415,0,0,100,0
41548,16,1,100,2
90131,25,10,95,15
41980,46,7,100,7
68845,25,10,100,10
560408,35,15,99,15
89257,35,10,100,15
91723,70,45,100,45
105503,30,10,100,5
213012,43,21,100,21
132020,30,10,100,10
488921,54,17,99,17
448940,0,0,100,0
153087,10,0,100,0
916579,6,0,100,1
158151,7,3,100,2
171123,25,10,100,10
198668,10,5,100,5
196240,17,2,99,3
18961,10,5,100,5
203912,25,10,100,5
114477,38,0,100,0
212490,10,10,95,5
217050,30,5,100,0
217301,35,0,100,5
913081,44,9,99,9
222135,40,10,100,10
229130,40,5,100,5
233552,9,2,99,2
252557,30,0,95,5
254096,65,20,100,20
256048,15,10,100,10
891401,10,0,100,0
220145,24,1,100,1
261378,25,10,100,10
273201,15,10,100,5
281492,40,15,100,15
281026,50,5,100,5
303755,75,24,100,23
94608,26,7,99,8
313173,40,5,100,10
314544,30,10,100,5
345873,15,0,100,5
360309,10,0,100,5
361739,35,0,100,5
364983,5,0,100,0
375900,40,0,95,0
376299,10,0,100,0
376949,45,5,100,5
378178,25,0,100,0
893455,41,16,100,16
412309,29,1,99,1
932507,41,1,100,2
434272,20,10,100,5
437557,35,10,100,10
25897,8,4,100,4
464430,10,7,100,6
548172,39,24,100,25
466387,25,10,100,10
467324,39,8,100,8
468207,20,5,100,5
476773,38,6,99,6
927163,0,0,100,0
480738,15,5,100,5
484199,50,10,100,10
490695,5,0,100,5
493163,10,5,100,0
495379,20,10,100,15
939730,29,1,100,1
941328,12,1,99,1
941719,22,2,100,2
515329,50,0,100,0
516244,35,10,100,15
466639,11,3,99,4
942448,11,1,100,2
526983,5,0,100,0
465860,0,0,100,0
539570,10,5,100,5
548022,35,5,100,0
550817,34,3,100,3
579155,50,10,100,10
918563,10,0,100,0
578703,10,0,100,0
579610,10,2,100,3
950653,8,1,100,1
951820,22,3,98,3
952478,32,1,100,2
602957,40,10,100,5
603538,45,15,95,15
615498,33,3,100,3
624721,5,0,100,0
8795,25,5,100,5
26743,0,0,100,0
512796,4,0,99,0
893803,7,1,99,0
49506,5,0,100,0
122661,0,0,100,0
899275,6,1,100,1
147957,10,0,100,0
900478,1,0,100,0
139173,0,0,100,0
927252,7,0,99,0
202495,0,0,100,0
203130,0,0,100,0
244600,4,1,100,1
246034,2,0,99,1
349909,0,0,100,0
290130,0,0,100,0
328456,0,0,100,0
92509,0,0,100,0
344338,0,0,100,0
18279,0,0,100,0
349640,0,0,100,0
929980,0,0,100,0
409839,0,0,100,0
433497,5,0,95,0
453382,0,0,100,0
453641,0,0,100,0
936618,0,0,100,0
473211,3,1,100,1
455598,0,0,100,0
463264,0,5,100,0
465470,0,0,100,0
515639,5,5,100,5
96016,0,0,95,0
478084,1,1,100,1
600610,0,5,100,0
162909,0,0,100,0
948705,2,1,100,1
545008,0,0,100,0
557146,0,0,100,0
564133,0,0,100,0
568821,0,0,100,0
407275,0,0,100,0
717312,0,0,100,0
832634,0,0,100,0
747211,0,0,100,5
706396,0,0,100,0
867985,0,0,100,0
766976,0,0,100,0
768405,5,5,100,5
771686,4,1,100,1
868639,0,0,100,0
731226,0,0,100,0
763721,0,0,100,0
698334,0,0,100,0
812994,5,0,100,0
732788,0,0,100,0
827940,0,0,100,0
832545,2,1,100,1
705748,0,0,100,0
713678,0,0,100,0
713996,0,0,100,0
817448,2,2,100,2
716014,0,0,100,0
742929,0,0,100,0
746045,0,0,100,0
745260,0,0,100,0
755923,0,0,100,0
791024,5,0,100,0
731870,0,0,100,0
825999,0,0,100,0
828467,5,0,100,0
776076,2,1,100,1
826901,0,5,100,0
841986,0,0,100,0
792017,3,1,100,2
918598,0,0,100,0
890464,3,1,100,0
2194,10,0,100,0
20222,0,0,100,0
20877,5,5,100,5
242390,0,0,100,0
33812,5,0,100,0
895539,4,1,99,0
62995,5,0,100,0
246425,0,0,100,0
71056,0,5,100,5
102644,3,2,100,2
91855,0,0,100,0
898260,1,0,100,1
97187,0,0,100,0
899224,5,0,100,0
445658,2,0,100,0
105678,0,0,100,0
251356,0,0,100,0
901687,5,2,100,1
901512,0,0,100,0
967836,2,1,100,1
115380,0,0,100,0
504632,0,0,100,0
69841,10,5,95,0
903078,4,1,99,1
903337,4,0,100,1
131768,0,0,100,0
136891,5,0,100,0
124907,6,1,100,1
147621,5,0,95,0
147826,3,1,100,1
434858,5,0,99,0
906719,1,1,99,0
166340,2,1,100,1
182338,0,0,100,0
56723,0,0,100,0
240184,0,0,100,0
242780,0,0,100,0
244422,0,0,100,5
249939,5,0,100,0
250325,0,0,100,0
255912,10,10,100,15
256897,5,0,100,0
282081,5,2,100,2
357120,0,0,100,0
287890,5,0,100,5
288802,0,5,100,0
919195,7,2,100,2
289884,10,5,100,5
289841,0,0,100,0
295698,5,0,100,0
402908,0,1,100,1
325040,5,0,100,0
551333,5,0,100,0
241091,0,0,100,0
364665,0,0,100,0
380733,2,0,100,1
384747,4,1,100,1
403334,0,0,100,0
91987,0,0,100,0
403350,0,0,100,0
515252,0,0,100,0
931543,0,0,100,0
412180,0,0,100,0
412171,0,0,100,0
109010,0,0,100,0
428680,0,5,100,0
439983,0,0,100,0
935182,5,0,100,0
241610,0,0,100,0
936090,5,0,100,0
454818,4,3,100,3
462225,0,0,100,0
464562,5,10,100,5
467529,5,0,100,0
489298,0,5,100,5
491632,0,0,100,0
501557,0,0,100,0
62340,0,0,100,0
527661,0,0,100,0
381233,0,5,100,0
551074,0,0,100,0
110728,0,0,100,0
947563,7,4,100,4
578053,0,0,100,0
587150,0,0,100,0
587443,0,0,100,0
602361,4,1,100,1
894230,1,1,100,1
583403,0,0,100,0
905283,2,1,100,1
157503,0,0,100,0
190390,0,0,100,0
30759,0,0,100,0
275026,0,0,100,5
918113,0,0,100,0
288675,0,0,100,0
296996,0,0,100,0
570516,0,0,100,0
406929,0,0,100,0
486663,0,0,100,0
937789,5,0,95,0
478997,0,5,100,5
514659,0,0,100,0
936871,5,0,100,0
569739,0,0,100,0
806436,0,0,100,0
805068,5,0,100,0
819360,0,0,100,0
864471,0,0,100,0
864617,0,0,100,5
821225,0,0,100,0
301825,10,10,100,0
11517,5,0,100,0
21008,0,0,100,0
72877,10,5,100,5
130982,0,5,100,0
127868,0,0,100,0
236136,6,3,100,3
198587,0,0,100,0
222372,0,0,100,0
915424,6,3,100,3
287091,0,0,100,0
300632,5,0,100,0
914410,0,0,100,0
352764,0,0,100,0
353159,0,0,100,0
409618,0,0,100,0
415553,0,0,100,0
509566,0,0,100,0
530344,15,10,100,10
950848,4,1,100,1
517216,0,0,100,0
570125,0,0,95,5
952087,2,1,99,0
602620,0,0,100,0
604992,0,0,100,0
169207,9,6,100,6
78,0,0,100,0
1244,0,0,100,0
891274,0,0,100,0
895148,0,0,100,0
55719,5,0,100,0
61824,0,5,100,0
62081,0,0,100,0
63517,0,0,100,0
66370,0,0,100,0
88609,5,2,100,3
919322,6,1,100,1
118583,0,0,100,0
120715,0,0,100,5
135135,5,0,100,0
148660,5,0,100,0
587281,0,0,100,0
185841,10,0,100,5
185833,0,5,100,5
226661,5,0,100,0
890861,4,2,100,2
230693,5,5,100,5
237329,0,0,100,0
243175,5,0,100,5
247197,0,0,100,0
255394,10,0,100,0
275131,5,2,100,2
918938,7,3,100,3
297127,0,0,100,5
297380,10,5,100,5
619787,0,0,100,5
304140,0,0,100,0
305510,0,0,100,0
921408,4,0,99,0
921530,5,0,95,0
308307,0,0,100,0
319872,5,5,100,5
356026,4,1,100,1
361895,10,0,100,0
371610,0,0,100,0
265640,0,0,95,0
910228,2,2,99,1
930636,7,1,99,1
432918,1,1,100,1
622257,5,0,100,0
462748,0,0,100,0
462870,0,0,100,5
463000,5,0,100,0
109920,0,0,100,0
938696,10,0,100,5
486922,0,0,100,0
491080,11,4,100,5
516074,0,0,95,0
548707,4,2,100,2
551147,10,5,100,5
556602,10,0,100,0
948446,45,0,100,0
572853,5,0,100,0
580007,0,5,100,0
570326,5,0,100,0
950521,3,1,100,1
604054,15,0,100,5
615757,10,10,100,10
625221,0,0,100,0
258016,0,0,100,0
18791,2,1,100,1
33235,0,0,100,0
34959,5,5,100,5
893773,10,3,100,3
76120,20,0,100,0
88471,5,5,100,5
90158,30,20,100,20
92371,10,5,100,10
99260,0,0,100,0
119547,10,0,100,0
226482,8,2,97,2
170895,0,0,100,0
184284,0,0,100,0
909181,0,0,100,0
191027,5,5,100,0
936740,5,5,100,5
911135,5,1,99,1
218219,0,0,100,0
601342,5,0,100,0
930348,0,0,100,0
245909,0,0,100,0
281786,7,2,100,2
514721,5,5,100,0
447790,0,5,100,0
920592,3,0,99,0
52045,0,5,95,5
306037,10,0,100,0
307831,0,0,100,0
962236,0,0,100,0
321567,30,25,100,25
322997,0,0,95,0
924130,14,8,100,8
206199,5,0,100,0
599271,10,0,100,0
344149,10,5,100,5
927902,1,0,100,0
384615,0,0,100,0
890596,0,0,100,0
403040,0,5,100,0
415421,0,0,100,0
441589,0,0,100,0
449873,10,5,100,5
453129,0,0,100,0
467553,0,0,100,0
483419,5,0,100,0
483540,5,5,100,5
505099,0,0,100,0
240828,3,1,100,0
538922,0,0,100,0
946494,1,1,100,0
544779,20,15,100,20
547891,0,0,100,0
551376,0,0,100,0
562289,0,5,100,0
263320,10,0,100,0
591270,10,0,95,0
615625,20,10,100,10
688061,0,0,100,0
690406,20,30,100,30
695734,26,18,99,19
704253,0,0,100,0
716294,0,0,95,0
704237,5,0,100,0
718874,10,5,100,10
723673,14,5,99,5
724513,14,10,100,10
732346,0,0,100,0
868698,0,0,100,0
733032,20,2,98,2
737593,20,20,100,20
741884,0,0,100,0
745138,0,0,100,0
752827,14,3,100,4
757225,0,0,100,0
762814,10,10,95,5
771139,20,10,100,5
772615,12,1,99,2
777633,10,5,100,0
781266,8,4,100,3
782440,0,0,100,0
785911,0,0,100,0
790583,5,5,95,0
794279,0,0,100,0
810916,1,0,100,0
815594,0,0,100,0
816116,20,10,100,10
816027,0,0,100,0
822590,14,5,100,5
823139,25,10,100,15
823910,20,20,100,20
825867,5,0,100,0
831190,4,2,99,2
824437,0,0,100,0
832758,45,50,95,45
835129,5,0,100,0
836915,0,0,100,0
838608,0,5,100,0
841463,10,0,100,0
847186,0,0,100,0
850179,5,0,100,0
729140,0,0,100,0
854280,4,3,100,3
855898,30,30,100,30
857840,0,0,100,0
763602,18,5,99,5
874085,2,1,100,0
806137,10,5,95,0
690066,10,0,100,0
798986,10,15,100,10
371742,0,0,100,0
372005,0,0,100,0
266063,2,1,100,2
943630,0,0,95,0
20540,0,0,100,0
40331,5,0,100,5
901385,4,1,99,1
156728,0,0,100,0
156981,0,0,100,0
190411,0,0,100,0
925179,0,0,100,0
196169,0,0,100,0
271128,0,0,100,0
70246,0,0,100,0
76074,0,0,100,0
328278,0,0,100,0
328588,10,0,100,0
505820,0,0,100,0
348732,5,0,100,0
351202,0,0,100,0
400475,0,0,100,0
946109,0,0,100,0
934275,2,0,100,0
437329,0,0,100,0
420428,0,0,100,0
441945,0,0,100,0
514187,5,0,100,0
523712,0,0,100,0
385263,0,0,100,0
542172,0,0,100,0
543993,5,0,100,0
577537,0,0,100,0
579459,5,0,100,0
214588,0,0,100,0
951463,0,0,100,0
536326,5,0,100,0
953385,3,1,100,2
317124,5,0,100,0
686042,5,0,100,5
688320,5,0,100,0
690791,4,0,99,0
693910,15,10,100,10
703796,14,4,99,4
706655,10,5,100,5
715247,19,6,100,5
718092,9,3,100,2
726087,5,1,99,2
728098,12,5,100,5
730831,10,0,100,0
782831,5,0,95,0
737720,10,5,100,5
740195,7,2,99,1
742155,7,2,100,2
743577,20,10,95,10
694304,20,5,100,5
749427,10,10,100,10
758264,5,0,100,0
790818,16,3,99,4
773662,22,6,100,6
761710,13,4,100,4
766453,0,0,95,0
766712,20,10,100,5
768928,0,5,100,5
770353,10,5,100,5
770612,0,5,100,5
773344,20,10,100,10
775550,0,0,100,0
719390,5,5,100,0
783749,10,10,100,5
786349,10,5,100,0
787906,0,0,100,0
789330,0,0,100,0
793752,0,0,100,0
744743,5,0,100,5
799211,10,0,100,0
715166,0,0,100,0
803766,5,0,100,0
694177,12,2,100,2
808709,0,0,100,0
809098,0,5,100,0
816892,10,5,100,0
823112,5,2,100,1
823783,0,0,100,0
826120,20,5,100,5
827819,0,0,100,0
832880,10,0,100,0
836001,10,5,100,10
837563,15,10,100,5
838993,5,0,100,0
844322,5,5,100,0
846147,0,0,100,0
688784,10,0,100,5
852910,0,0,100,5
744352,0,0,100,0
736465,10,5,100,5
384801,0,0,100,0
724467,0,5,100,0
733172,0,0,100,0
743054,0,0,100,0
748250,0,0,100,0
766585,0,0,100,0
790176,0,0,100,0
795798,5,0,100,0
797391,0,0,100,0
763659,2,1,100,0
754625,0,0,100,0
857580,0,0,100,0
810002,0,0,95,0
815462,0,0,100,0
689491,20,10,100,0
706027,5,0,100,0
716537,0,0,100,0
740454,5,0,100,0
863440,15,5,100,5
704854,10,5,100,5
758914,5,0,95,0
839515,0,0,100,0
862134,0,0,100,0
800902,0,0,100,0
815616,0,0,100,0
840688,5,0,95,0
758000,5,0,100,5
813770,0,0,100,0
839388,0,10,100,0
724777,12,2,98,2
724769,10,0,100,5
688193,20,35,90,40
695963,15,10,100,10
699241,10,5,95,0
699896,25,20,100,20
700193,5,10,100,10
691100,25,15,95,15
707724,20,10,100,10
724530,20,10,100,5
689971,10,0,95,5
760013,5,3,99,2
864609,20,10,100,10
741485,20,15,100,10
711497,10,5,100,5
718408,5,0,95,0
724742,14,3,97,3
724734,16,3,98,3
721085,20,7,95,8
722561,20,10,100,10
689181,43,28,94,28
725617,30,20,95,20
759538,15,10,100,10
809020,35,10,90,10
812757,30,10,90,10
753823,25,10,95,10
707821,30,40,90,40
734349,10,0,100,0
749168,20,10,100,10
752193,20,5,95,10
711721,30,20,90,20
759970,4,0,99,0
760005,3,0,99,1
701599,10,5,100,5
691232,17,4,99,4
773085,60,10,95,10
775290,10,5,100,5
779326,19,10,99,9
780774,30,25,95,20
740586,10,0,100,0
784451,10,0,95,5
785822,10,10,100,5
688738,10,0,100,0
789070,30,15,90,10
754832,21,6,98,6
702749,10,5,95,0
794406,15,10,100,10
796093,15,10,100,10
729795,10,0,95,0
691186,5,0,100,5
753246,14,4,99,4
804126,20,10,100,10
764914,19,2,96,2
764922,19,3,97,2
708470,3,2,99,2
726036,15,10,100,5
820792,40,25,90,25
821195,15,5,95,10
864331,3,0,98,1
827843,5,0,100,0
708267,18,6,99,6
708739,0,5,100,0
704873,16,4,94,4
828386,15,0,90,0
720569,5,0,100,0
707694,0,0,100,0
833010,30,10,90,10
835617,10,10,95,5
836265,29,9,95,9
688878,10,5,100,5
816132,43,16,96,16
841900,35,15,95,15
689203,20,5,95,5
842915,20,10,100,10
843296,13,3,95,2
845124,11,3,97,3
845620,0,0,100,0
847313,30,19,97,18
849260,25,20,100,20
702250,10,0,95,0
856118,21,5,98,5
849407,25,0,100,5
689173,30,25,95,25
700227,19,5,98,5
702385,10,5,95,0
848612,15,5,95,5
843510,24,5,98,4
838912,30,5,100,5
731374,20,15,100,15
814241,20,5,95,5
750271,15,10,95,10
751375,10,5,95,5
741680,10,5,100,5
733270,10,5,100,5
733288,23,7,97,8
689130,50,25,95,30
744065,8,3,99,3
864510,20,10,90,10
566,5,3,99,2
890243,24,2,100,3
320510,38,6,100,5
947210,72,42,97,42
4626,20,10,100,10
13986,26,6,99,6
20354,70,20,100,20
119207,25,0,100,0
32271,30,10,95,10
36340,80,35,100,35
36862,25,5,100,5
894362,54,14,100,15
315877,40,10,100,15
41670,25,15,100,10
40665,37,10,100,10
55069,60,30,100,30
61077,30,15,100,15
34452,20,5,95,10
63908,13,4,99,4
896705,55,12,99,13
906514,18,1,99,1
76511,60,20,100,20
898317,17,3,99,2
84832,60,40,95,35
86240,65,45,100,50
86487,20,10,95,5
86452,5,1,99,1
383252,38,6,99,6
90182,45,30,95,30
282953,53,9,99,9
101869,80,30,100,35
107778,0,0,95,0
671053,40,0,100,5
902586,38,3,96,3
121886,15,10,95,10
121940,30,10,100,10
671207,30,20,100,10
131504,40,15,100,15
139432,5,0,100,0
153508,40,10,100,5
151416,20,0,100,5
634184,46,8,100,8
906484,42,6,98,5
170763,15,5,100,5
907898,10,0,100,0
177008,9,2,98,1
50261,30,10,100,10
129674,10,0,95,0
83456,41,8,100,8
193640,60,20,100,20
196266,35,10,100,15
196762,20,10,100,10
197211,15,2,98,2
88560,25,5,100,10
911143,5,0,100,0
211583,40,30,100,30
216658,20,5,100,5
912697,19,7,99,7
224197,20,5,100,5
392197,20,0,95,0
913472,58,20,97,20
223930,10,0,100,0
424919,5,0,95,0
62050,40,7,99,7
250848,55,30,100,30
419222,15,0,100,0
252875,45,20,100,20
356980,0,0,95,5
916854,40,4,99,4
259810,15,5,100,10
264628,10,5,98,5
273333,6,3,100,2
287202,38,8,99,9
286168,20,5,100,10
918954,27,1,99,2
285455,26,6,99,7
579722,35,0,95,0
287563,2,1,99,1
287156,30,5,100,5
302759,18,4,99,4
452440,10,0,100,0
305057,20,0,100,0
37699,25,5,100,5
922960,31,7,98,7
27235,42,6,99,7
900494,39,4,99,4
332356,28,7,97,7
332488,45,30,95,25
332615,10,0,100,0
129690,15,2,98,2
345903,19,3,99,2
356409,30,20,100,15
925691,23,3,100,3
114334,45,15,100,15
423874,5,0,100,0
382272,7,4,99,4
928291,15,2,99,2
929425,10,0,100,0
407232,0,0,100,0
419389,10,0,100,0
424650,0,0,100,0
932710,0,0,100,0
925403,20,0,100,0
444936,50,20,95,20
448834,30,10,95,10
463523,50,15,100,15
465089,45,10,100,15
480428,15,10,95,10
939420,15,0,100,0
483150,5,0,100,5
938564,67,23,99,24
487180,30,5,95,10
121690,40,10,95,10
487317,25,25,95,30
487384,30,15,100,10
319937,48,10,98,10
60925,20,10,100,10
488356,25,20,95,20
489360,50,30,100,25
474444,55,26,99,26
506168,30,5,100,10
942952,10,0,100,0
942014,25,1,99,2
620213,30,5,95,5
942332,29,3,99,3
516694,35,10,100,15
942855,5,1,100,1
204901,36,9,99,9
310646,41,5,98,5
565750,16,2,100,2
537624,12,4,99,4
595012,2,1,100,0
330043,29,3,98,2
554910,15,5,95,5
383260,25,0,95,5
396902,41,8,99,8
577405,38,12,98,12
578576,50,30,100,25
579297,64,18,99,19
579351,25,5,100,5
61972,25,8,100,8
951366,22,1,98,2
624500,7,3,99,4
619523,15,2,99,3
954420,51,22,99,22
624330,50,30,100,30
4880,32,10,100,10
12815,35,5,100,5
11533,10,0,100,0
13463,48,8,100,8
57274,55,25,100,30
74438,5,5,100,5
901887,50,0,90,0
892203,56,6,99,6
21369,46,14,100,14
102016,62,18,100,18
503560,53,14,100,14
30880,46,10,100,10
32280,65,14,99,14
37907,40,10,100,10
40762,10,0,100,0
89058,73,5,99,5
49450,40,20,100,20
895920,43,14,100,15
896055,51,4,99,5
57347,45,20,100,20
250350,64,29,100,31
61107,60,28,100,29
198811,54,9,100,9
63525,64,8,100,9
63550,59,11,100,11
66532,30,5,100,5
71188,48,7,99,7
71781,53,8,100,8
514070,63,4,100,4
74047,10,0,100,0
74179,10,0,100,0
80454,74,26,100,26
27655,59,7,100,7
97098,65,25,100,25
33387,60,5,100,4
