school,notenglish,fromnonenglish,notfrench,fromnonfrench
74373,60,18,99,19
918407,69,3,100,3
88340,70,9,100,9
899003,29,1,99,2
501875,57,8,100,9
899828,56,15,100,14
88935,68,16,99,16
89028,65,10,100,10
94757,54,6,100,6
901342,65,4,100,5
80741,76,40,100,40
107735,68,28,100,28
267840,66,7,100,7
59404,67,10,100,10
108626,55,16,100,15
111228,20,15,100,15
901660,43,7,99,6
111872,80,35,100,35
237787,50,15,95,10
122815,60,20,100,20
96327,50,10,100,15
123145,50,10,100,10
124869,66,12,99,12
35007,70,5,100,5
127515,57,20,100,20
133698,48,10,100,10
134198,60,8,99,8
909673,50,6,100,6
254568,65,16,100,17
140864,55,25,100,20
141070,45,7,100,6
186040,52,8,100,8
142832,36,8,100,7
603791,50,20,100,20
195640,73,9,100,8
158313,37,3,99,4
163449,60,10,100,10
165620,61,13,100,13
166936,63,11,100,11
167070,41,8,99,8
426375,51,7,100,8
173479,70,30,100,35
174920,5,0,100,0
276502,80,60,95,70
202987,66,14,100,14
185655,40,10,95,5
909092,56,9,99,10
185850,50,10,100,10
588552,62,5,100,6
192864,80,49,99,50
192910,63,13,100,14
193097,72,11,100,12
193070,50,10,100,10
194093,64,14,100,14
199125,64,7,100,7
910058,55,7,99,7
199362,76,31,100,32
201073,45,10,95,10
201316,20,10,100,5
201413,68,19,100,20
210455,40,15,100,10
218731,30,10,100,15
913189,71,10,99,10
217387,70,10,95,10
221538,55,10,95,10
494577,40,5,100,5
228940,70,13,100,13
229199,60,10,100,10
229377,55,9,100,10
230774,40,10,100,10
243426,50,20,100,20
253464,35,10,100,10
943916,73,6,100,6
250716,35,5,100,10
236845,63,7,98,8
916269,39,6,100,6
252530,25,0,100,0
253448,32,0,99,1
118827,65,8,100,9
254550,65,10,100,15
258121,20,0,100,0
258148,30,10,100,10
259322,31,12,100,11
263508,45,10,100,5
263397,52,12,100,12
917559,20,0,100,1
273260,65,24,100,25
274763,50,5,100,10
595134,44,4,100,4
5797,10,5,100,0
587234,69,4,100,4
309432,64,14,100,14
185731,25,5,100,5
935244,63,7,100,7
282375,35,10,100,10
918830,69,16,99,16
930679,22,2,100,1
289582,10,0,100,0
291986,50,15,100,10
297682,41,9,100,9
307548,55,10,100,10
308455,72,10,100,10
311960,51,12,99,13
952885,63,14,100,13
314579,51,6,100,6
499344,62,10,100,11
321958,10,5,100,5
924008,28,2,98,2
65223,70,8,100,8
904203,70,6,100,6
328324,55,0,100,0
328448,20,10,100,10
336467,20,5,100,5
345610,80,15,100,20
329215,30,10,100,15
925349,24,0,100,0
350192,70,10,100,10
444522,65,5,100,5
329690,54,8,100,8
351857,25,15,100,15
605063,61,22,100,22
925551,47,6,100,6
356921,50,15,99,16
364150,70,36,100,38
365246,35,0,100,0
366412,20,0,100,0
925535,74,7,100,8
372480,64,8,100,8
332933,65,11,100,11
419607,40,20,100,20
164342,60,6,100,7
372978,63,6,100,7
380164,60,20,100,20
382647,50,15,100,15
212749,57,10,100,10
930660,63,4,100,3
411655,33,12,100,12
414395,60,25,100,25
612932,67,19,100,19
427667,51,11,100,12
429465,25,5,100,5
431966,10,0,100,0
905838,40,0,100,5
436097,50,5,100,5
943381,37,3,99,3
958431,30,5,100,5
449075,30,20,100,20
449032,47,5,100,5
935832,50,9,100,9
464171,45,10,100,15
465232,60,10,100,10
466778,65,30,100,35
147831,86,12,100,12
476650,30,10,100,10
239570,52,10,100,10
938009,76,10,100,10
484580,45,19,100,19
484849,65,15,100,16
486400,25,10,100,5
487902,37,7,100,7
487414,74,10,100,10
561022,76,8,100,9
493318,62,5,99,5
330632,53,10,99,9
494275,38,6,99,6
494011,34,5,100,5
107280,71,18,100,18
939596,71,6,100,7
501506,35,10,95,10
519588,35,5,95,10
156880,71,8,100,9
509019,45,25,100,20
510548,30,5,100,0
519871,78,17,100,17
514241,70,45,100,45
514357,40,10,100,10
209969,62,8,100,8
514900,45,10,100,5
516210,35,5,100,10
373279,36,2,99,2
516430,25,10,95,10
518042,25,10,100,5
31851,42,1,100,1
626274,69,10,99,9
527971,74,10,100,10
528137,50,5,100,10
24650,80,10,100,10
962646,79,15,100,16
945978,39,4,98,4
536733,72,6,100,6
948187,75,29,99,30
550620,10,10,100,10
551040,28,8,100,7
551422,60,30,100,30
619299,65,10,100,10
954403,63,9,99,9
552259,63,16,100,16
552399,60,15,100,15
168221,62,7,100,6
552887,77,42,100,42
557234,56,7,99,7
6005,55,0,100,0
561037,62,7,100,6
561045,40,10,100,10
67723,59,13,100,14
918440,58,1,100,2
578835,50,13,99,13
107284,58,4,100,5
951404,35,0,100,5
598720,35,15,100,10
600091,45,15,95,10
229647,45,5,100,5
604780,73,18,100,18
605093,24,9,99,9
505790,54,5,100,4
614238,50,6,100,6
618063,50,10,100,15
619981,53,10,99,10
439738,0,0,100,5
706299,5,0,99,1
704261,4,1,100,0
737970,4,1,100,0
720240,3,1,100,1
721344,0,0,100,0
731358,0,0,100,0
730688,0,5,100,0
832146,0,0,100,0
767751,5,0,100,5
771783,4,2,100,2
774383,0,0,100,0
781304,4,1,100,0
786667,0,0,100,0
788147,3,2,100,1
850977,4,0,100,0
804932,0,0,100,0
751383,0,0,100,0
704318,0,0,100,0
741620,5,0,100,0
809535,4,0,98,0
705870,0,0,100,0
706000,0,0,100,0
825654,5,0,100,0
828858,0,0,100,0
830020,0,10,100,0
830410,2,1,100,1
829242,5,0,95,0
733253,5,0,100,5
840165,0,0,100,0
841498,0,0,100,0
842893,0,0,100,0
843024,0,5,100,0
845361,4,3,100,2
851116,3,1,100,1
851477,0,5,100,0
855006,0,0,100,0
417580,0,0,100,0
909190,0,10,100,0
932302,0,0,100,10
185930,0,0,100,0
2283,0,5,100,0
911609,0,0,100,0
9563,5,0,100,0
11550,0,5,100,5
26590,0,0,100,0
941542,0,0,95,0
73393,0,5,100,0
84310,0,0,100,0
85618,0,0,100,0
101478,0,0,100,0
105635,0,0,100,0
901121,0,0,100,0
105627,10,0,100,0
107719,0,0,100,0
494578,0,0,100,0
895237,0,0,100,0
122920,0,0,100,0
131008,0,0,100,5
4502,0,0,100,0
909319,0,0,100,0
672785,0,0,100,0
308439,0,0,100,5
145807,0,0,100,0
920622,1,2,100,2
311944,0,0,100,0
314676,0,5,100,0
116646,0,0,100,0
923354,0,0,100,0
53221,5,0,95,0
923486,3,1,99,1
923613,2,1,100,1
328197,7,9,100,9
924679,0,0,100,0
237582,0,0,100,0
125261,10,0,90,0
410918,2,1,99,1
456632,0,0,100,0
464309,5,5,100,5
468070,1,1,100,1
136964,0,0,100,0
479403,0,0,100,0
496154,0,0,100,0
941298,1,2,100,2
569992,1,0,99,0
314935,0,0,100,0
602558,0,5,100,0
892939,0,0,100,0
97209,10,0,100,0
141518,5,0,100,0
596092,0,0,100,0
910872,4,0,99,0
280747,5,0,100,0
366285,0,0,100,0
500445,5,0,100,0
937657,0,0,100,0
9954,0,0,100,0
487830,5,0,100,0
540005,0,0,100,0
689939,0,0,99,0
689343,0,0,95,0
695211,0,0,100,0
752410,0,0,100,0
717185,0,0,100,0
742147,0,0,100,0
744654,0,0,100,0
745910,0,0,100,0
748129,0,0,95,0
769185,0,0,100,0
774251,0,0,95,0
753580,0,0,95,0
798568,0,0,100,0
802980,0,0,100,0
814962,0,0,95,0
806234,5,0,100,0
829501,0,5,95,5
835226,0,0,100,0
856410,0,0,95,0
724076,0,0,100,0
854186,0,0,100,0
18830,0,0,100,0
2305,0,0,100,0
892416,3,1,99,1
37648,0,0,100,0
93157,0,0,100,0
100757,0,0,100,0
113956,0,0,95,0
167380,0,0,100,0
925365,2,0,99,0
253472,5,0,100,0
256307,5,0,95,0
291790,0,0,100,0
291404,10,0,100,0
904767,5,0,95,0
924431,0,0,100,0
355224,0,0,100,0
932434,0,0,100,0
469114,0,0,100,5
444677,0,0,100,0
462489,0,0,100,0
937916,0,0,100,0
193735,0,0,100,0
937983,0,0,100,0
11770,0,0,100,0
32700,0,0,100,0
123885,4,0,98,0
902747,0,0,95,0
90557,5,0,95,5
2933,0,0,100,0
3131,5,3,100,3
277495,14,2,100,2
11584,4,3,100,3
12971,0,0,100,0
186666,12,2,100,1
305731,5,0,100,5
186236,5,1,100,1
505808,8,4,100,4
314617,5,0,100,0
893064,3,1,100,1
893323,5,2,100,2
34762,0,0,100,0
37125,0,0,100,0
894060,6,2,99,2
32298,1,1,100,1
28130,15,3,100,2
895792,20,3,100,3
60445,5,0,95,0
71960,0,0,100,0
80268,0,2,100,2
456756,49,5,100,5
111465,0,0,100,0
114472,5,5,100,0
116815,0,0,100,0
902551,3,1,100,1
383708,5,0,100,0
185973,5,0,100,0
125482,0,0,100,0
130893,5,0,100,0
160172,0,0,100,0
907383,7,2,100,1
908274,0,0,100,0
181323,15,0,100,0
181757,7,2,100,1
195812,10,3,100,3
384550,30,5,100,5
201464,4,1,99,0
73065,20,0,100,0
928151,1,0,100,1
221740,6,2,100,1
233480,0,0,100,0
244996,1,0,100,0
485183,16,1,99,2
257346,6,2,99,3
595047,0,0,100,0
263079,12,3,99,4
595861,10,0,100,0
273988,5,0,100,0
274542,2,0,100,1
225946,12,5,99,5
918253,8,1,100,2
275670,10,0,100,0
124761,0,0,100,0
285684,10,5,100,5
311251,10,0,100,0
34808,10,0,100,0
87934,5,5,100,0
334820,15,5,100,0
336289,17,4,100,4
337862,0,0,100,0
366544,0,0,100,0
378089,0,0,100,0
466951,2,1,100,1
927724,5,1,99,1
384259,0,0,100,0
412430,0,0,100,0
902636,4,1,100,1
412570,0,0,100,0
414123,5,0,100,0
419346,10,0,100,0
968729,2,0,100,1
122092,0,0,100,0
451649,6,1,100,2
472360,0,0,100,0
480037,5,0,100,0
636037,0,0,100,0
507946,0,0,100,5
917231,1,1,100,1
595993,10,0,95,0
945196,0,0,100,0
110418,0,0,100,0
535281,10,0,100,5
543438,0,0,100,0
574287,1,1,100,0
40509,0,0,100,0
521248,5,0,100,0
551090,15,4,100,4
557897,0,0,100,0
559075,15,0,95,0
547123,10,3,100,3
948870,2,0,100,0
337030,0,0,100,0
579190,9,3,100,3
585599,20,2,100,2
580520,0,0,100,0
357316,0,0,100,0
586846,5,0,100,5
594970,10,3,100,3
612405,5,2,100,2
429619,1,0,100,0
622028,5,0,100,0
693634,5,0,100,0
706930,8,1,100,0
729663,0,0,100,0
720518,9,1,100,2
716413,0,0,100,0
711098,14,4,100,4
732303,0,0,100,0
732311,0,0,100,0
733563,5,0,100,0
732354,0,5,100,0
733520,5,0,100,0
737372,1,1,100,1
744611,5,1,99,1
745391,0,0,100,0
723630,0,0,100,5
751103,2,1,100,1
756962,0,0,100,0
808007,3,2,100,2
714208,0,0,100,0
516651,0,0,100,0
685145,13,1,100,2
770655,0,0,100,0
775061,0,0,100,0
777935,15,5,100,0
779849,0,5,100,5
781487,8,4,99,4
782130,20,0,100,0
786691,5,5,100,5
790044,5,0,100,0
798436,5,0,100,0
809179,10,5,100,5
801275,5,2,100,3
805840,5,0,100,5
813389,4,2,100,2
822566,0,5,100,0
828335,5,5,100,5
829374,0,5,100,0
833061,10,5,100,0
835749,5,0,100,0
836320,10,5,100,5
837199,0,0,100,0
840815,2,1,100,1
843342,5,5,100,0
844012,4,1,99,1
852775,1,1,100,1
773050,4,1,100,2
750905,0,0,100,0
824690,7,3,100,2
733199,10,0,100,5
868914,0,0,100,0
697567,0,0,100,0
708003,0,0,100,0
842249,0,0,100,0
710970,4,3,99,2
715492,0,0,100,0
719269,0,0,100,0
767339,5,0,100,0
724009,0,0,100,0
743984,5,0,100,0
757748,5,0,100,0
758108,0,0,100,0
765155,0,0,95,0
770671,0,0,100,0
771295,0,0,100,0
788813,0,0,100,0
803375,0,0,100,0
809233,0,0,100,0
811432,0,0,100,0
773757,5,0,100,0
833142,0,0,100,0
834602,0,0,100,0
836788,1,1,100,1
843415,5,0,100,0
846015,0,0,100,0
856800,0,0,100,0
857971,5,0,100,0
864366,1,0,100,1
689351,0,0,100,0
869673,0,0,100,5
701745,5,2,99,3
721212,0,0,100,0
730963,10,0,100,0
730971,0,0,100,0
750336,0,0,100,0
770744,0,0,95,0
777196,5,0,95,0
782181,0,0,95,0
783358,3,2,99,2
785954,0,0,100,0
791075,0,0,95,0
798878,0,0,95,0
804282,5,0,100,0
746827,0,0,95,0
757127,5,0,100,0
830399,0,0,100,5
714194,0,0,100,0
719994,0,0,100,0
742660,0,0,100,0
745782,0,0,100,0
788031,5,0,100,0
797260,0,0,100,0
808571,0,0,100,0
824046,0,0,100,0
214574,0,0,100,0
385131,5,5,100,0
912565,0,0,100,0
940666,0,0,100,0
924652,0,0,100,0
924784,0,0,100,5
338010,0,5,100,0
320650,0,0,100,0
929336,0,0,100,0
502006,10,10,100,0
550884,0,10,100,20
890073,28,4,100,4
540,0,0,100,0
1503,0,0,100,5
2542,0,0,100,0
7358,0,0,100,0
11576,7,2,100,2
11622,0,0,100,0
23990,15,10,100,10
612766,20,10,100,10
892670,0,0,100,0
26395,44,16,100,16
947148,5,0,100,0
467572,0,0,100,0
55611,10,0,100,0
72095,8,1,100,1
58416,10,5,100,5
72222,4,1,100,1
72613,20,5,100,5
82880,5,0,100,0
82759,0,0,100,0
136020,38,7,99,7
320005,25,5,100,5
899305,5,1,100,1
98876,0,0,100,0
106526,30,0,100,0
108103,28,9,100,9
901644,7,0,100,0
111406,20,15,95,15
902420,1,0,100,0
134236,10,0,100,0
136182,5,0,100,0
155810,0,0,100,0
430242,57,33,99,33
157244,5,0,100,0
49603,10,5,100,5
906581,20,2,99,2
160210,5,0,100,0
162221,5,0,100,0
163740,0,0,100,0
167738,0,0,100,0
170500,5,5,100,0
179752,27,8,99,9
137743,3,1,100,1
589890,5,0,100,0
190268,5,0,100,0
191825,15,0,95,5
201529,5,0,100,0
203521,5,5,100,0
217174,22,11,100,11
912824,0,0,100,0
912956,1,0,100,0
914908,23,11,99,11
245038,2,0,100,0
255300,11,0,100,0
257737,15,0,100,5
918024,5,3,100,2
918156,1,0,100,0
275514,0,0,100,0
133006,0,0,100,0
280810,40,11,100,11
522619,35,10,100,10
283410,15,10,100,10
560766,11,3,100,4
302664,2,1,100,0
166600,0,0,100,0
289710,19,2,100,2
451436,0,0,100,0
302716,10,5,100,5
469,12,3,100,4
438062,2,1,100,1
311855,20,0,100,0
318051,2,2,100,2
923745,41,3,99,3
923877,12,2,100,2
904503,0,0,100,0
321338,30,10,100,10
321370,5,2,100,2
321435,5,0,100,0
273724,27,4,99,4
46639,0,0,100,0
346780,42,11,100,13
351466,0,0,100,0
351725,5,0,100,0
925560,6,1,99,1
381568,2,1,100,1
927430,33,15,100,16
375128,5,0,100,0
378119,5,0,100,0
622346,5,0,100,0
384909,15,5,100,10
403377,5,0,100,0
930113,0,0,100,0
410357,60,35,95,35
410454,0,0,100,0
410748,0,0,100,5
411396,21,2,99,2
931934,24,4,99,4
417203,5,0,100,0
510700,20,10,100,10
429597,2,0,100,0
433608,0,0,100,0
944939,1,1,100,1
435317,2,1,100,0
263451,2,0,99,0
448389,0,0,100,0
450391,20,0,100,0
453773,0,5,100,0
456314,9,0,99,0
457418,20,5,100,5
481017,50,20,100,20
485322,0,0,100,0
486272,25,10,100,10
557188,6,1,100,1
456241,5,0,100,0
495638,25,15,100,10
940437,19,3,100,2
14061,46,13,100,13
941743,27,7,100,8
87548,30,20,100,25
218863,31,14,100,14
515787,10,0,100,0
942162,16,1,99,1
142565,0,0,100,0
526436,0,0,100,0
524883,10,0,100,0
525278,2,0,100,1
527742,13,1,100,0
528005,0,0,100,0
530212,20,10,100,10
586970,32,15,100,15
537675,30,20,100,20
539180,15,0,100,0
945846,1,0,100,0
329886,20,5,100,0
548545,0,0,100,0
550493,0,0,100,5
947237,5,0,100,0
551104,0,0,100,0
560898,0,5,100,5
563102,10,0,100,5
566225,55,30,100,30
569860,0,0,100,0
575321,10,5,100,0
579327,40,20,100,20
951439,0,0,100,0
515008,5,0,100,0
587215,25,5,100,5
73745,2,0,100,0
600679,25,0,100,0
952346,64,35,99,36
602272,30,16,99,15
604836,41,17,100,16
359520,1,0,100,0
605816,39,12,100,13
612707,15,5,100,10
131377,0,0,100,0
619000,17,14,100,14
954551,2,0,100,0
621862,5,5,100,0
627194,0,0,100,0
705217,5,5,100,0
689637,0,0,100,0
700150,5,5,100,0
714810,5,0,100,0
715751,0,0,100,5
741817,5,0,100,0
758400,2,0,99,1
769703,0,0,100,0
778672,3,1,100,0
788945,5,0,100,0
790150,5,0,100,5
798193,4,1,99,1
815853,0,0,100,0
821187,0,0,100,0
823651,1,1,100,0
687111,2,1,100,0
841722,0,0,100,0
847445,0,0,100,5
854727,0,0,100,5
857998,10,0,100,0
686247,23,5,100,5
686891,30,15,100,15
689360,27,2,99,2
691798,52,16,100,16
710601,30,0,100,0
694815,30,5,100,5
690538,12,7,98,7
690660,30,15,100,20
690961,52,19,100,19
694045,20,5,100,10
694509,10,0,100,0
694550,23,3,99,2
695408,10,0,100,0
695947,26,4,100,4
703001,30,5,100,10
702935,63,27,100,27
785539,35,25,100,30
707589,33,18,100,18
731951,30,1,99,2
706426,5,1,100,1
707708,41,13,100,13
714062,20,8,100,8
704210,15,10,100,10
715239,30,10,100,5
716146,30,5,100,10
717444,20,0,100,0
719528,30,10,100,10
720178,40,20,95,20
721603,32,10,100,10
721999,15,10,100,10
723096,53,34,99,34
723576,32,7,99,7
723428,55,27,100,27
694428,85,6,100,6
728055,28,5,100,5
728063,50,10,100,15
729019,53,33,100,33
730653,53,14,100,15
730882,39,7,100,6
731820,31,4,100,5
732443,36,13,99,13
733016,15,0,100,0
733474,35,10,100,5
680354,65,45,100,40
722900,40,10,100,10
927830,45,30,100,30
743482,40,10,100,10
685100,50,30,100,25
732435,25,20,100,20
733954,20,10,100,10
734080,21,3,100,3
738115,33,8,99,9
743704,19,12,100,11
744565,30,5,100,10
744751,40,20,100,25
746177,38,16,100,16
747602,17,3,99,3
747998,10,5,100,10
748382,13,3,99,3
749290,32,15,100,15
749559,20,5,100,0
748773,50,25,100,25
820814,20,0,100,0
751634,45,25,100,30
752690,45,5,100,5
752819,25,5,100,5
756334,20,0,100,0
763462,50,10,100,10
763772,38,11,100,11
765023,10,5,100,5
765635,30,20,100,20
765759,45,30,100,30
766038,30,10,100,10
767913,30,10,100,10
768537,20,0,100,0
845182,29,26,100,26
768790,27,25,99,25
769525,27,19,100,19
772437,15,5,100,5
773735,20,10,100,10
785857,30,20,100,20
775444,28,19,100,19
775819,25,20,100,20
775843,20,10,100,10
776637,20,0,100,10
776360,37,10,100,10
776700,20,10,100,15
776980,23,7,100,9
778800,28,8,100,8
780235,25,7,100,7
780499,30,20,100,15
780570,7,2,100,3
780880,16,6,100,7
781118,20,10,100,15
781380,25,5,100,5
781797,17,4,100,4
782963,25,5,100,5
783510,30,10,100,10
784389,30,0,100,5
784656,15,0,100,0
784990,30,5,100,10
785334,26,6,100,6
785563,20,5,100,5
786276,65,10,100,5
786497,10,5,100,5
786756,15,5,100,5
787353,25,5,100,5
787388,40,25,100,25
787663,30,25,100,20
788163,35,15,100,20
789208,30,20,100,20
789100,30,5,100,5
789690,20,5,100,0
789917,14,3,100,3
789992,20,10,100,10
792454,36,14,100,13
791946,20,15,100,15
791679,20,0,100,5
793620,45,30,100,25
793868,60,5,100,10
794678,35,30,100,30
795968,15,4,100,4
796611,30,5,100,5
797073,35,10,100,15
798215,40,10,100,5
798290,50,30,95,30
799343,45,15,100,15
799734,37,7,100,7
800406,25,10,100,5
800775,29,15,99,15
801160,25,10,100,15
850306,35,10,100,10
802336,0,5,100,5
694193,34,6,98,6
751537,37,5,100,5
805866,30,10,100,5
724122,45,20,100,20
802468,20,15,100,15
805971,90,20,100,20
811564,10,0,100,5
815160,60,30,100,35
814954,37,8,99,8
816370,31,15,100,15
689807,40,40,100,40
816760,30,20,95,20
817287,50,15,95,20
818194,30,10,100,10
819239,25,5,100,10
820610,50,15,100,10
820903,25,10,100,10
821055,20,25,95,30
821578,50,20,100,20
689998,40,0,100,10
822353,33,16,99,16
822876,50,15,100,10
823597,25,5,100,10
824305,30,20,100,25
689831,56,30,99,29
830933,25,10,95,10
827290,45,15,100,15
832367,46,13,100,13
832219,35,20,100,20
832405,25,10,95,10
834491,40,10,100,15
835200,20,0,95,0
834718,20,0,100,0
835480,35,25,100,30
733024,30,20,100,15
836133,20,15,100,15
836435,44,8,100,9
836524,20,10,100,10
685550,57,16,99,17
836656,46,24,100,23
838268,48,23,99,23
842540,35,10,100,10
751405,45,10,100,10
846660,12,2,100,3
848220,24,9,100,10
849243,25,65,100,70
848875,20,5,100,5
849138,40,10,100,10
849650,34,14,100,14
849812,30,10,100,10
850047,20,20,100,20
850209,40,10,100,5
850381,25,9,100,9
850829,25,20,100,20
851078,50,10,100,10
852511,20,5,100,5
855243,38,17,100,16
855650,35,20,100,15
856541,41,21,100,21
856932,5,10,100,10
857742,30,5,100,10
858757,20,0,100,0
859036,29,20,100,20
859591,55,15,100,15
784435,40,15,100,15
868825,30,10,100,5
803403,19,8,100,8
864994,15,5,100,5
866423,15,0,100,5
890227,73,9,100,9
13943,10,0,100,0
2151,8,3,99,3
344930,0,0,100,5
890723,69,3,99,3
4499,75,10,100,10
5479,80,15,100,10
890880,80,14,99,14
6602,50,10,100,10
9172,20,5,100,10
329177,30,5,100,5
11088,85,10,100,10
13200,10,9,99,9
892475,40,0,100,0
287801,69,5,100,4
466255,40,10,100,10
18929,40,20,100,20
19445,10,5,100,4
19704,55,10,100,10
19720,85,10,100,10
20303,70,20,95,20
20745,10,0,100,0
14036,20,5,100,5
28614,70,40,100,45
890120,30,10,100,0
30104,20,10,100,10
31011,5,5,100,5
31887,85,15,100,10
35173,30,15,100,10
37257,60,20,100,20
37710,10,0,100,0
38032,54,15,100,15
39594,13,8,100,8
41416,70,25,100,30
43494,60,15,100,20
43753,25,10,100,10
45446,40,10,100,5
47260,9,4,99,4
48046,40,10,100,10
670413,20,0,100,0
48020,60,10,100,10
49476,35,10,100,10
49344,10,0,100,5
895016,37,7,100,6
50288,45,10,100,10
50679,20,0,95,5
53244,5,0,100,0
53376,40,10,100,5
54593,60,10,95,10
895407,52,2,99,3
54801,45,5,100,5
54933,40,10,100,10
55328,20,10,100,10
56367,7,3,99,3
57100,40,10,100,10
60658,50,10,100,10
60917,30,5,100,5
61956,20,0,100,0
63541,65,5,100,10
63649,30,10,100,10
63770,35,5,100,0
64424,30,0,100,0
66508,40,5,100,10
66540,80,5,100,5
356315,63,3,100,3
282227,40,10,100,10
67156,24,12,98,12
67547,10,0,100,0
68713,50,10,100,10
897485,40,15,100,20
71749,50,5,100,5
72745,80,10,100,10
128058,30,15,100,10
897744,59,18,100,18
890529,69,39,98,39
75990,45,35,100,35
80020,35,20,100,15
425826,30,5,100,10
88080,30,10,100,10
89486,69,18,100,19
899178,55,11,99,10
89770,50,5,100,5
90034,15,10,100,5
90298,20,0,100,0
952842,40,0,100,5
900087,40,16,100,16
899437,48,17,99,16
100048,35,30,100,40
101605,30,15,100,10
101737,50,10,100,10
101796,65,10,100,10
151262,55,20,100,20
102440,20,5,100,0
102580,80,10,100,15
105694,80,25,100,25
106151,30,10,100,10
106178,55,15,100,10
493104,25,0,95,0
106410,5,0,100,0
107190,50,35,100,35
107581,60,10,100,10
107328,50,15,100,10
901474,10,0,100,5
107808,10,0,100,0
107948,40,5,100,10
107972,32,5,100,5
84352,40,5,100,0
111740,50,10,100,10
111775,55,5,100,10
113174,20,0,100,0
902640,20,0,95,0
123056,40,0,100,0
123315,75,6,100,6
125008,43,12,99,12
125130,26,2,100,3
125393,0,5,100,5
125520,10,0,100,5
127680,84,34,100,33
127736,60,10,100,10
127884,70,40,100,35
411264,60,20,100,25
413470,30,10,100,10
133060,54,17,100,18
903469,40,3,100,3
133582,53,10,100,10
134627,40,25,100,25
134848,75,10,100,10
903590,63,15,100,16
135011,38,26,99,26
135534,50,15,100,15
135798,34,19,99,18
892483,40,0,100,0
138975,10,10,100,0
137030,45,10,100,10
137090,40,10,100,10
139041,45,5,95,5
139955,20,0,100,0
448052,15,0,100,0
140996,53,16,100,16
904112,56,8,100,8
141380,45,10,100,10
141410,45,10,95,10
141640,40,15,100,10
141771,66,13,100,12
142816,50,10,100,10
145548,25,0,100,0
146978,50,15,100,20
904635,54,36,100,36
14001,5,0,100,0
147605,55,10,100,5
937592,83,12,100,12
922706,35,5,100,10
149055,20,5,100,10
612634,41,16,100,16
151653,15,2,100,2
153214,30,5,100,0
153478,35,15,100,10
157635,10,0,95,0
157899,20,5,100,5
158020,8,1,100,1
906450,61,15,99,15
156132,10,0,90,10
906875,20,0,100,0
906840,45,10,99,10
907103,30,5,100,5
164399,25,10,100,10
164780,55,20,100,25
165824,30,10,100,10
167517,43,31,99,31
171026,55,10,100,15
171280,10,0,100,5
173363,50,20,100,20
173495,49,12,100,13
176796,50,5,100,10
177261,30,5,100,5
908665,56,23,100,23
954167,65,50,95,50
329134,25,5,100,0
126195,5,0,100,0
185680,75,20,100,30
186759,20,5,100,5
909572,37,10,100,9
909602,11,2,99,2
190780,30,5,100,10
361348,25,15,100,15
190918,40,15,100,15
191485,65,10,100,10
191957,15,5,100,10
193518,37,15,99,16
